task,task_root,episode_index,num_frames,memory_segments,missing_frames,missing_ranges,is_full_coverage
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,10,149,"0-58,59-148",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,11,150,0-58,91,59-149,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,12,148,0-57,90,58-147,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,13,149,"0-72,73-148",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,14,154,"0-75,76-153",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,15,148,"0-57,58-136",11,137-147,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,16,149,"0-58,59-148",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,17,149,0-58,90,59-148,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,18,152,0-59,92,60-151,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,19,150,0-58,91,59-149,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,20,149,"0-76,77-148",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,21,149,0-117,31,118-148,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,22,151,"0-73,74-150",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,23,149,"0-58,59-148",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,24,148,0-147,0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,25,149,"0-72,73-148",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,26,149,0-58,90,59-148,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,27,149,0-58,90,59-148,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,28,149,0-58,90,59-148,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,29,150,"0-76,77-149",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,30,149,"0-58,59-148",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,31,151,0-59,91,60-150,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,32,149,"0-76,77-148",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,33,149,0-58,90,59-148,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,34,150,0-149,0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,35,148,"0-57,58-147",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,36,148,0-57,90,58-147,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,37,148,0-57,90,58-147,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,38,151,"0-56,57-150",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,39,151,"0-59,60-150",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,40,148,"0-72,73-147",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,41,150,0-149,0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,42,147,0-57,89,58-146,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,43,147,0-57,89,58-146,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,44,150,"0-76,77-149",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,45,150,0-58,91,59-149,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,46,149,"0-58,59-148",0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,47,150,0-58,91,59-149,False
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,48,149,0-148,0,,True
observe_and_pickup,/mnt/workspace/InfiData/Rmbench_infi/observe_and_pickup,49,150,"0-58,59-149",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,0,1077,"0-190,191-479,480-671,672-861,862-1003,1004-1076",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,1,1061,"0-158,159-334,335-493,494-654,655-832,833-945,946-1060",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,2,1067,"0-190,191-479,480-670,671-870,871-1066",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,3,1058,"0-158,240-366,367-710,711-1056",82,"159-239,1057",False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,4,1055,"0-190,191-334,335-558,559-718,719-852,853-1053",1,1054,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,5,1076,"0-158,159-334,335-671,672-880,881-1075",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,6,1079,"0-190,191-334,335-493,494-666,667-862,863-1078",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,7,1065,"0-158,159-334,335-558,559-718,719-902,903-1063",1,1064,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,8,1071,"0-94,95-239,240-478,479-558,559-718,719-882,883-1070",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,9,1075,"0-190,191-578,579-766,767-877,878-1074",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,10,1065,"0-334,335-478,479-558,559-670,671-873,874-1063",1,1064,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,11,1061,"0-334,335-479,480-558,559-718,719-855,856-1060",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,12,1101,"0-222,223-479,480-871,872-971,972-1073",27,1074-1100,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,13,1070,"0-158,240-334,335-430,431-526,527-622,623-718,719-858,859-1068",82,"159-239,1069",False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,14,1075,"0-158,159-860,861-1074",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,15,1061,"0-239,240-462,463-671,672-868,869-1060",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,16,1065,"0-190,191-479,480-574,575-670,671-766,767-857,858-958,959-1063",1,1064,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,17,1067,"0-158,159-334,335-479,480-558,559-673,674-870,871-1017,1018-1066",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,18,1071,"0-190,191-334,335-494,495-666,667-859,860-975,976-1070",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,19,1068,"0-158,159-334,335-494,495-634,635-838,839-1066",1,1067,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,20,1061,"0-222,223-421,422-719,720-958,959-1060",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,21,1066,"0-190,191-479,480-718,719-834,835-1065",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,22,1085,"0-190,191-334,335-719,720-914,915-1083",1,1084,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,23,1061,"0-334,335-558,559-718,719-877,878-1060",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,24,1064,"0-190,191-733,734-1015",48,1016-1063,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,25,1080,"0-125,126-334,335-558,559-718,719-886,887-1079",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,26,1068,"0-158,159-239,240-323,324-478,479-622,623-718,719-865,866-1066",1,1067,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,27,1065,"0-239,240-478,479-563,564-718,719-873,874-1064",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,28,1073,"0-222,223-334,335-558,559-718,719-859,860-953,954-1072",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,29,1084,"0-190,191-334,335-479,480-558,559-702,703-863,864-1083",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,30,1073,"0-158,159-678,679-883",189,884-1072,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,31,1070,"0-158,159-239,240-479,480-558,559-718,719-891,892-1068",1,1069,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,32,1070,"0-254,255-372,373-555,556-670,671-766,767-859,860-1068",1,1069,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,33,1076,"0-158,159-334,335-493,494-654,655-885,886-1075",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,34,1068,"0-190,191-479,480-671,672-890,891-1067",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,35,1065,"0-158,159-334,335-493,494-620,621-734,735-843,844-948,949-1064",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,36,1066,"0-175,176-479,480-574,575-670,671-766,767-858,859-958,959-1064",1,1065,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,37,1070,"0-191,192-334,335-430,431-526,527-622,623-718,719-899,900-1069",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,38,1061,"0-222,223-382,383-563,564-733,734-857,858-1059",1,1060,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,39,1063,"0-190,191-358,359-558,559-718,719-855,856-958,959-1061",1,1062,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,40,1090,"0-158,159-334,335-493,494-622,623-842,843-964",125,965-1089,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,41,1075,"0-191,192-494,495-718,719-860,861-1073",1,1074,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,42,1065,"0-191,192-479,480-558,559-718,719-833,834-948,949-1064",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,43,1066,"0-158,159-479,480-670,671-874,875-1065",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,44,1080,"0-190,191-479,480-558,559-670,671-882,883-1079",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,45,1063,"0-190,191-352,353-479,480-880,881-1062",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,46,1070,"0-190,191-479,480-606,607-734,735-894,895-1069",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,47,1067,"0-158,159-334,335-493,494-622,623-901,902-1066",0,,True
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,48,1068,"0-857,858-1066",1,1067,False
place_block_mat,/mnt/workspace/InfiData/Rmbench_infi/place_block_mat,49,1068,"0-190,191-334,335-494,495-654,655-904,905-1067",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,0,573,"0-526,527-572",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,1,526,0-467,58,468-525,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,2,625,"0-318,319-624",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,3,430,0-199,230,200-429,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,4,626,"0-580,581-625",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,5,526,0-449,76,450-525,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,6,627,0-573,53,574-626,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,7,579,"0-531,532-578",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,8,477,"0-221,222-476",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,9,620,0-567,52,568-619,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,10,628,0-574,53,575-627,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,11,529,"0-477,478-528",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,12,575,0-574,0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,13,528,0-468,59,469-527,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,14,522,"0-445,446-521",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,15,480,"0-29,30-478",1,479,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,16,431,"0-314,315-430",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,17,528,"0-449,450-527",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,18,429,"0-227,228-427",1,428,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,19,625,0-571,53,572-624,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,20,625,"0-571,572-624",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,21,427,0-425,1,426,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,22,579,0-531,47,532-578,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,23,481,"0-239,240-418,419-480",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,24,283,0-223,59,224-282,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,25,528,0-527,0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,26,433,0-431,1,432,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,27,478,"0-29,30-444",33,445-477,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,28,480,0-478,1,479,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,29,482,"0-406,407-481",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,30,523,0-522,0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,31,627,0-573,53,574-626,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,32,528,0-468,59,469-527,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,33,530,"0-478,479-529",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,34,480,"0-29,30-382,383-479",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,35,579,"0-531,532-578",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,36,579,"0-535,536-578",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,37,629,0-575,53,576-628,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,38,286,"0-37,38-230,231-285",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,39,628,0-574,53,575-627,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,40,629,0-575,53,576-628,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,41,575,0-574,0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,42,432,0-430,1,431,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,43,478,0-476,1,477,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,44,527,0-526,0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,45,480,"0-382,383-478",1,479,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,46,626,"0-414,415-572,573-625",0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,47,433,0-432,0,,True
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,48,574,0-505,68,506-573,False
press_button,/mnt/workspace/InfiData/Rmbench_infi/press_button,49,479,0-478,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,0,347,0-346,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,1,360,0-358,1,359,False
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,2,350,0-349,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,3,344,"22-136,137-250,251-343",22,0-21,False
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,4,347,0-346,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,5,348,0-347,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,6,361,0-360,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,7,360,0-358,1,359,False
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,8,362,"0-167,168-335,336-361",0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,9,344,0-343,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,10,350,0-349,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,11,348,0-347,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,12,345,0-344,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,13,344,0-343,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,14,363,0-362,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,15,349,0-348,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,16,363,0-361,1,362,False
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,17,350,0-349,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,18,361,0-360,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,19,349,0-348,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,20,342,0-341,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,21,347,0-346,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,22,361,0-360,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,23,349,0-348,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,24,349,0-348,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,25,361,"0-23,24-143,144-263,264-359",1,360,False
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,26,348,0-347,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,27,363,0-362,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,28,347,0-346,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,29,348,0-347,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,30,347,0-346,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,31,345,0-344,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,32,361,0-360,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,33,349,"23-184,185-300",71,"0-22,301-348",False
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,34,349,0-348,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,35,352,0-351,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,36,351,0-350,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,37,345,0-344,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,38,348,0-347,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,39,349,0-348,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,40,350,0-348,1,349,False
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,41,350,0-349,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,42,350,0-348,1,349,False
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,43,346,0-345,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,44,349,"0-184,185-347",1,348,False
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,45,348,0-347,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,46,347,0-346,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,47,360,0-359,0,,True
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,48,346,"0-137,138-252,253-344",1,345,False
put_back_block,/mnt/workspace/InfiData/Rmbench_infi/put_back_block,49,360,0-359,0,,True
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,0,404,0-160,243,161-403,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,1,398,0-157,240,158-397,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,2,402,0-159,242,160-401,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,3,401,0-399,1,400,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,4,399,0-397,1,398,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,5,397,0-395,1,396,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,6,405,"0-160,161-295,296-403",1,404,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,7,399,0-397,1,398,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,8,406,"0-188,189-405",0,,True
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,9,404,"0-160,161-267",136,268-403,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,10,405,"0-187,188-322,323-404",0,,True
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,11,405,0-403,1,404,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,12,402,"0-186,187-401",0,,True
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,13,400,"0-158,159-318",81,319-399,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,14,401,0-159,241,160-400,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,15,405,0-403,1,404,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,16,405,"0-187,188-349",55,350-404,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,17,399,0-397,1,398,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,18,401,"0-185,186-319,320-400",0,,True
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,19,398,"0-157,158-343,344-397",0,,True
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,20,398,0-396,1,397,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,21,402,0-159,242,160-401,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,22,401,"0-159,160-399",1,400,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,23,399,"0-158,159-398",0,,True
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,24,406,0-404,1,405,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,25,402,"0-186,187-401",0,,True
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,26,401,0-399,1,400,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,27,404,0-402,1,403,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,28,397,"0-157,158-289",107,290-396,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,29,402,0-159,242,160-401,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,30,405,0-403,1,404,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,31,399,0-158,240,159-398,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,32,403,0-401,1,402,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,33,400,"0-158,159-318",81,319-399,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,34,408,0-161,246,162-407,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,35,405,0-160,244,161-404,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,36,406,0-404,1,405,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,37,404,0-402,1,403,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,38,399,0-397,1,398,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,39,404,"0-187,188-403",0,,True
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,40,397,0-395,1,396,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,41,397,0-157,239,158-396,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,42,404,"0-160,161-294,295-402",1,403,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,43,396,0-394,1,395,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,44,399,0-397,1,398,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,45,407,0-188,218,189-406,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,46,399,0-397,1,398,False
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,47,403,"0-159,160-402",0,,True
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,48,400,"0-185,186-399",0,,True
rearrange_blocks,/mnt/workspace/InfiData/Rmbench_infi/rearrange_blocks,49,402,"0-159,160-266,267-400",1,401,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,0,659,"0-158,159-239,240-318,319-462,463-657",1,658,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,1,632,0-631,0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,2,883,"0-239,240-478,479-881",1,882,False
